id,id_club,id_machine
4107,810,75
4108,98,84
4109,865,41
4110,946,34
4111,95,26
4112,725,7
4113,250,92
4114,765,10
4115,620,87
4116,750,19
4117,408,17
4118,350,76
4119,4,92
4120,554,1
4121,816,75
4122,441,13
4123,350,86
4124,440,60
4125,683,25
4126,965,74
4127,455,37
4128,30,49
4129,217,82
4130,238,62
4131,104,84
4132,807,65
4133,782,15
4134,287,20
4135,324,57
4136,108,19
4137,301,77
4138,772,48
4139,203,27
4140,705,32
4141,692,84
4142,262,72
4143,371,52
4144,534,40
4145,694,1
4146,171,11
4147,623,71
4148,833,31
4149,623,86
4150,599,23
4151,682,12
4152,547,64
4153,975,86
4154,882,71
4155,612,63
4156,85,40
4157,776,30
4158,695,20
4159,230,51
4160,459,33
4161,150,49
4162,81,99
4163,810,2
4164,51,1
4165,35,95
4166,685,59
4167,299,72
4168,299,75
4169,628,83
4170,931,34
4171,318,88
4172,813,79
4173,953,64
4174,717,2
4175,729,84
4176,53,73
4177,950,42
4178,819,44
4179,233,86
4180,273,19
4181,65,59
4182,909,76
4183,465,56
4184,315,61
4185,447,96
4186,779,40
4187,648,32
4188,597,58
4189,446,67
4190,447,52
4191,464,47
4192,366,16
4193,33,43
4194,469,3
4195,165,13
4196,871,99
4197,810,14
4198,275,4
4199,525,56
4200,116,20
4201,590,10
4202,663,52
4203,723,79
4204,284,24
4205,14,15
4206,611,39
4207,870,79
4208,721,95
4209,548,30
4210,922,62
4211,952,92
4212,548,1
4213,596,56
4214,31,100
4215,697,71
4216,414,49
4217,84,52
4218,660,8
4219,714,52
4220,591,37
4221,614,50
4222,385,9
4223,15,21
4224,966,80
4225,427,35
4226,130,33
4227,440,86
4228,433,95
4229,126,54
4230,944,20
4231,562,93
4232,522,13
4233,505,61
4234,112,54
4235,748,23
4236,235,65
4237,936,100
4238,942,71
4239,868,13
4240,868,35
4241,265,53
4242,806,45
4243,970,56
4244,809,17
4245,796,27
4246,512,43
4247,958,32
4248,748,23
4249,788,8
4250,111,88
4251,506,68
4252,62,46
4253,322,7
4254,627,66
4255,508,30
4256,976,42
4257,460,100
4258,997,2
4259,758,47
4260,629,70
4261,374,80
4262,801,51
4263,325,59
4264,526,44
4265,420,2
4266,142,47
4267,956,40
4268,167,81
4269,684,32
4270,622,87
4271,180,49
4272,527,54
4273,745,90
4274,93,38
4275,736,92
4276,724,39
4277,243,14
4278,30,20
4279,540,33
4280,382,96
4281,401,2
4282,820,21
4283,758,14
4284,760,41
4285,171,52
4286,731,29
4287,782,45
4288,511,85
4289,65,24
4290,600,81
4291,370,54
4292,589,41
4293,264,24
4294,328,55
4295,397,60
4296,604,40
4297,500,32
4298,475,93
4299,247,15
4300,438,99
4301,754,10
4302,93,51
4303,487,41
4304,235,63
4305,274,13
4306,733,35
4307,423,51
4308,629,28
4309,350,38
4310,253,81
4311,30,50
4312,971,38
4313,715,77
4314,734,51
4315,227,9
4316,706,96
4317,644,89
4318,17,29
4319,275,95
4320,972,2
4321,98,39
4322,663,59
4323,980,43
4324,998,49
4325,674,87
4326,507,92
4327,824,35
4328,442,29
4329,420,9
4330,286,69
4331,575,1
4332,951,3
4333,731,51
4334,191,24
4335,713,20
4336,275,27
4337,722,12
4338,531,78
4339,470,21
4340,575,94
4341,913,81
4342,307,26
4343,382,23
4344,36,4
4345,18,32
4346,499,49
4347,576,17
4348,504,25
4349,390,48
4350,83,49
4351,844,23
4352,325,38
4353,548,73
4354,712,24
4355,112,68
4356,971,32
4357,885,39
4358,145,92
4359,952,18
4360,218,98
4361,666,65
4362,290,81
4363,758,10
4364,830,30
4365,155,16
4366,888,15
4367,188,60
4368,461,10
4369,425,14
4370,468,1
4371,773,61
4372,483,95
4373,418,66
4374,114,94
4375,352,58
4376,335,45
4377,337,89
4378,151,15
4379,719,85
4380,517,40
4381,878,42
4382,455,33
4383,792,30
4384,405,87
4385,810,63
4386,473,13
4387,313,2
4388,337,46
4389,821,100
4390,634,57
4391,611,57
4392,366,43
4393,598,80
4394,171,4
4395,209,18
4396,393,97
4397,861,21
4398,43,29
4399,877,39
4400,2,68
4401,146,22
4402,131,32
4403,176,29
4404,865,70
4405,609,98
4406,708,9
4407,373,19
4408,632,20
4409,506,36
4410,212,36
4411,875,2
4412,579,25
4413,539,80
4414,737,88
4415,539,24
4416,579,64
4417,603,23
4418,407,65
4419,732,39
4420,957,7
4421,519,59
4422,520,12
4423,945,26
4424,159,27
4425,828,18
4426,766,5
4427,505,41
4428,457,1
4429,889,71
4430,891,20
4431,608,82
4432,421,18
4433,793,12
4434,768,37
4435,671,78
4436,413,45
4437,229,19
4438,799,32
4439,659,8
4440,731,86
4441,160,35
4442,61,37
4443,574,35
4444,403,19
4445,709,20
4446,432,11
4447,681,23
4448,138,55
4449,179,64
4450,421,77
4451,431,56
4452,473,51
4453,911,28
4454,540,34
4455,550,98
4456,579,13
4457,201,46
4458,421,79
4459,974,74
4460,478,56
4461,998,73
4462,142,68
4463,159,28
4464,877,82
4465,699,91
4466,962,92
4467,201,95
4468,389,25
4469,209,77
4470,195,15
4471,186,89
4472,601,3
4473,45,94
4474,357,52
4475,291,40
4476,457,82
4477,282,19
4478,309,21
4479,695,27
4480,245,34
4481,67,77
4482,426,28
4483,427,31
4484,183,40
4485,423,68
4486,404,90
4487,75,39
4488,525,50
4489,104,71
4490,447,18
4491,125,59
4492,198,8
4493,682,8
4494,838,23
4495,733,8
4496,32,9
4497,567,42
4498,685,34
4499,1000,46
4500,943,28
4501,119,39
4502,162,29
4503,371,12
4504,311,95
4505,857,50
4506,679,79
4507,84,90
4508,609,48
4509,96,88
4510,972,20
4511,144,83
4512,174,72
4513,642,74
4514,306,58
4515,985,2
4516,895,58
4517,641,4
4518,895,100
4519,78,43
4520,38,97
4521,470,80
4522,64,69
4523,38,78
4524,295,95
4525,400,50
4526,369,97
4527,728,48
4528,569,68
4529,204,92
4530,81,27
4531,104,10
4532,42,41
4533,240,10
4534,813,96
4535,543,4
4536,20,98
4537,67,98
4538,654,49
4539,585,78
4540,169,10
4541,960,92
4542,813,42
4543,445,67
4544,772,32
4545,572,88
4546,991,3
4547,618,81
4548,251,83
4549,114,74
4550,211,42
4551,538,86
4552,563,86
4553,110,58
4554,632,5
4555,584,12
4556,513,85
4557,924,78
4558,241,45
4559,767,27
4560,426,12
4561,619,18
4562,551,16
4563,310,23
4564,972,33
4565,213,30
4566,170,81
4567,417,15
4568,911,25
4569,750,32
4570,68,26
4571,950,23
4572,976,37
4573,397,88
4574,372,42
4575,753,70
4576,367,77
4577,972,67
4578,228,52
4579,373,88
4580,524,89
4581,931,45
4582,143,38
4583,610,71
4584,448,54
4585,776,38
4586,90,98
4587,696,78
4588,94,90
4589,848,43
4590,878,33
4591,682,13
4592,536,52
4593,418,43
4594,24,92
4595,706,82
4596,879,62
4597,827,33
4598,19,25
4599,567,30
4600,913,54
4601,175,68
4602,306,73
4603,585,8
4604,926,38
4605,827,34
4606,755,93
4607,43,73
4608,815,20
4609,28,66
4610,594,77
4611,367,79
4612,711,11
4613,991,6
4614,562,34
4615,764,30
4616,2,57
4617,627,51
4618,736,100
4619,926,44
4620,328,32
4621,96,18
4622,184,39
4623,540,70
4624,80,46
4625,529,22
4626,652,66
4627,99,18
4628,886,14
4629,399,63
4630,949,88
4631,136,61
4632,717,66
4633,910,43
4634,534,52
4635,440,59
4636,678,42
4637,262,73
4638,940,1
4639,730,66
4640,506,45
4641,519,32
4642,991,87
4643,683,48
4644,28,50
4645,913,13
4646,942,2
4647,678,53
4648,3,71
4649,322,83
4650,666,40
4651,26,73
4652,505,88
4653,52,76
4654,214,15
4655,572,38
4656,861,2
4657,395,77
4658,336,73
4659,109,75
4660,625,100
4661,441,79
4662,714,44
4663,37,12
4664,232,45
4665,964,34
4666,628,85
4667,839,38
4668,148,33
4669,24,96
4670,255,27
4671,905,92
4672,3,3
4673,998,36
4674,9,34
4675,364,18
4676,775,59
4677,785,78
4678,391,73
4679,703,56
4680,912,79
4681,294,100
4682,187,22
4683,412,1
4684,816,26
4685,698,20
4686,171,60
4687,572,2
4688,240,42
4689,662,72
4690,906,74
4691,649,36
4692,776,12
4693,126,25
4694,193,49
4695,761,43
4696,483,32
4697,921,23
4698,825,81
4699,611,51
4700,53,94
4701,650,24
4702,219,55
4703,74,46
4704,446,18
4705,363,56
4706,554,72
4707,884,43
4708,926,14
4709,896,76
4710,60,96
4711,589,36
4712,712,76
4713,602,64
4714,345,83
4715,12,94
4716,268,51
4717,832,54
4718,53,59
4719,426,81
4720,268,88
4721,894,50
4722,628,74
4723,684,21
4724,548,44
4725,354,12
4726,758,67
4727,39,14
4728,769,32
4729,147,55
4730,132,75
4731,174,28
4732,832,54
4733,352,59
4734,298,9
4735,347,26
4736,157,79
4737,496,97
4738,750,34
4739,452,76
4740,48,97
4741,565,54
4742,292,17
4743,850,5
4744,146,73
4745,302,66
4746,711,80
4747,97,67
4748,622,69
4749,416,19
4750,348,22
4751,284,42
4752,712,93
4753,227,80
4754,155,39
4755,94,66
4756,459,98
4757,451,30
4758,328,27
4759,882,25
4760,183,18
4761,792,80
4762,231,41
4763,873,25
4764,278,68
4765,622,75
4766,307,40
4767,134,99
4768,148,4
4769,334,7
4770,138,71
4771,75,34
4772,318,28
4773,279,78
4774,181,48
4775,268,25
4776,738,30
4777,875,50
4778,426,75
4779,621,73
4780,568,31
4781,533,1
4782,628,13
4783,978,28
4784,739,14
4785,410,69
4786,62,39
4787,304,92
4788,55,8
4789,965,19
4790,653,47
4791,279,88
4792,364,96
4793,294,64
4794,923,33
4795,74,52
4796,807,98
4797,893,6
4798,151,70
4799,20,38
4800,386,68
4801,367,98
4802,330,48
4803,465,27
4804,763,73
4805,624,58
4806,538,77
4807,686,25
4808,244,7
4809,914,59
4810,915,68
4811,57,84
4812,946,72
4813,189,70
4814,247,56
4815,427,34
4816,852,76
4817,749,53
4818,823,91
4819,550,71
4820,821,6
4821,419,48
4822,102,92
4823,590,40
4824,813,1
4825,840,1
4826,151,25
4827,422,35
4828,61,43
4829,921,75
4830,396,86
4831,810,20
4832,115,21
4833,941,78
4834,782,1
4835,591,28
4836,603,52
4837,19,84
4838,50,62
4839,635,61
4840,307,93
4841,696,12
4842,949,8
4843,844,38
4844,805,44
4845,517,77
4846,62,100
4847,367,4
4848,663,52
4849,566,83
4850,555,84
4851,168,54
4852,516,54
4853,495,81
4854,744,42
4855,158,90
4856,937,88
4857,146,69
4858,477,17
4859,997,11
4860,313,88
4861,948,63
4862,585,86
4863,317,16
4864,649,64
4865,570,79
4866,89,89
4867,852,33
4868,375,45
4869,839,44
4870,315,21
4871,950,14
4872,210,57
4873,22,6
4874,48,55
4875,4,91
4876,284,19
4877,195,44
4878,986,28
4879,173,44
4880,439,16
4881,609,17
4882,267,21
4883,655,83
4884,413,20
4885,348,44
4886,584,50
4887,687,57
4888,822,31
4889,369,87
4890,416,16
4891,547,42
4892,232,87
4893,262,6
4894,339,20
4895,176,1
4896,760,17
4897,463,100
4898,314,7
4899,186,28
4900,700,43
4901,399,4
4902,269,40
4903,252,65
4904,771,46
4905,779,14
4906,270,39
4907,563,22
4908,161,100
4909,762,36
4910,712,25
4911,544,23
4912,395,74
4913,518,57
4914,653,68
4915,775,92
4916,136,31
4917,34,58
4918,942,94
4919,876,83
4920,264,79
4921,60,57
4922,782,37
4923,415,87
4924,225,31
4925,749,42
4926,516,48
4927,525,84
4928,909,58
4929,921,84
4930,650,45
4931,965,21
4932,560,51
4933,685,5
4934,130,41
4935,3,78
4936,710,28
4937,841,87
4938,906,92
4939,768,69
4940,645,34
4941,958,24
4942,442,55
4943,269,67
4944,438,91
4945,245,62
4946,15,96
4947,133,89
4948,684,84
4949,463,50
4950,300,22
4951,96,24
4952,450,21
4953,884,65
4954,863,14
4955,850,48
4956,781,54
4957,562,72
4958,521,32
4959,841,73
4960,769,50
4961,273,99
4962,91,67
4963,334,59
4964,313,46
4965,910,93
4966,197,34
4967,56,24
4968,754,33
4969,562,78
4970,838,60
4971,860,20
4972,39,30
4973,610,18
4974,653,73
4975,763,54
4976,728,37
4977,237,4
4978,825,96
4979,396,4
4980,21,10
4981,149,81
4982,255,7
4983,474,64
4984,851,78
4985,196,48
4986,876,52
4987,479,66
4988,773,83
4989,140,5
4990,235,57
4991,723,7
4992,359,97
4993,342,98
4994,44,43
4995,322,25
4996,912,64
4997,411,38
4998,828,40
4999,39,37
5000,678,99
5001,559,69
5002,839,94
5003,718,99
5004,168,4
5005,490,16
5006,758,57
5007,323,88
5008,504,87
5009,977,64
5010,189,67
5011,704,31
5012,394,29
5013,931,71
5014,63,46
5015,811,66
5016,279,84
5017,491,32
5018,14,53
5019,225,70
5020,873,14
5021,602,44
5022,430,92
5023,336,9
5024,972,54
5025,52,15
5026,328,96
5027,77,91
5028,990,94
5029,864,85
5030,725,11
5031,232,77
5032,971,44
5033,974,98
5034,534,94
5035,673,87
5036,901,9
5037,204,43
5038,265,96
5039,243,7
5040,134,8
5041,647,58
5042,806,20
5043,910,13
5044,345,10
5045,152,17
5046,829,45
5047,995,61
5048,631,89
5049,236,88
5050,826,28
5051,560,41
5052,941,96
5053,171,43
5054,527,73
5055,867,17
5056,350,87
5057,795,82
5058,502,6
5059,576,75
5060,252,65
5061,360,67
5062,264,76
5063,693,97
5064,829,7
5065,416,100
5066,761,43
5067,788,22
5068,225,42
5069,936,81
5070,139,91
5071,681,63
5072,534,50
5073,549,43
5074,17,70
5075,788,72
5076,411,85
5077,863,15
5078,879,30
5079,788,1
5080,740,98
5081,636,4
5082,568,62
5083,311,27
5084,776,92
5085,462,8
5086,341,82
5087,229,77
5088,881,26
5089,495,59
5090,697,45
5091,247,58
5092,364,96
5093,518,45
5094,111,6
5095,960,99
5096,605,96
5097,431,54
5098,210,95
5099,756,56
5100,351,40
5101,162,5
5102,271,60
5103,691,8
5104,222,33
5105,725,12
5106,386,83
5107,592,2
5108,387,22
5109,386,62
5110,897,39
5111,360,38
5112,687,6
5113,171,33
5114,179,43
5115,667,81
5116,871,33
5117,536,9
5118,632,87
5119,831,73
5120,22,25
5121,938,99
5122,114,18
5123,463,25
5124,630,99
5125,188,83
5126,296,33
5127,307,24
5128,297,27
5129,514,90
5130,377,92
5131,67,65
5132,138,74
5133,315,24
5134,251,98
5135,57,29
5136,676,53
5137,761,10
5138,321,40
5139,542,21
5140,579,20
5141,677,78
5142,817,39
5143,672,92
5144,98,29
5145,971,91
5146,904,17
5147,174,32
5148,197,100
5149,462,10
5150,949,92
5151,317,21
5152,358,65
5153,15,36
5154,106,37
5155,923,81
5156,494,32
5157,477,59
5158,373,37
5159,188,79
5160,714,64
5161,623,17
5162,206,28
5163,870,16
5164,756,89
5165,370,37
5166,118,40
5167,32,41
5168,714,80
5169,178,32
5170,418,62
5171,823,77
5172,444,47
5173,955,39
5174,601,18
5175,255,6
5176,505,44
5177,212,47
5178,610,94
5179,531,1
5180,245,93
5181,44,31
5182,288,29
5183,968,1
5184,997,25
5185,608,39
5186,502,94
5187,752,80
5188,331,72
5189,492,88
5190,721,54
5191,147,13
5192,265,88
5193,997,18
5194,447,2
5195,253,48
5196,562,7
5197,578,5
5198,468,90
5199,5,39
5200,498,44
5201,706,91
5202,470,29
5203,656,38
5204,537,87
5205,820,15
5206,55,96
5207,500,82
5208,855,43
5209,873,12
5210,83,18
5211,363,79
5212,612,48
5213,339,64
5214,552,74
5215,366,14
5216,154,82
5217,163,57
5218,653,80
5219,349,34
5220,641,38
5221,693,1
5222,864,95
5223,447,16
5224,774,84
5225,195,40
5226,123,76
5227,180,3
5228,629,71
5229,84,12
5230,981,25
5231,348,35
5232,479,68
5233,390,25
5234,215,72
5235,698,74
5236,536,7
5237,45,27
5238,537,91
5239,335,65
5240,119,92
5241,403,62
5242,43,22
5243,827,45
5244,837,28
5245,416,36
5246,797,19
5247,528,57
5248,767,89
5249,120,23
5250,323,77
5251,156,3
5252,582,50
5253,722,33
5254,702,35
5255,493,27
5256,881,80
5257,204,97
5258,57,92
5259,670,63
5260,362,43
5261,206,83
5262,297,8
5263,465,28
5264,125,67
5265,948,61
5266,942,96
5267,702,10
5268,266,71
5269,849,47
5270,621,11
5271,61,6
5272,230,2
5273,569,29
5274,151,90
5275,550,72
5276,329,80
5277,650,88
5278,684,21
5279,220,71
5280,124,91
5281,286,26
5282,620,87
5283,33,91
5284,672,86
5285,816,45
5286,947,8
5287,898,22
5288,812,67
5289,787,53
5290,394,90
5291,163,76
5292,528,95
5293,607,25
5294,43,3
5295,175,95
5296,61,38
5297,359,55
5298,652,58
5299,479,19
5300,18,73
5301,268,58
5302,368,89
5303,31,48
5304,640,1
5305,125,72
5306,952,8
5307,672,35
5308,262,82
5309,987,25
5310,97,12
5311,992,23
5312,407,50
5313,113,81
5314,816,92
5315,121,5
5316,755,16
5317,368,75
5318,94,98
5319,76,90
5320,856,46
5321,383,79
5322,163,13
5323,593,26
5324,407,16
5325,879,32
5326,954,13
5327,358,48
5328,594,18
5329,713,8
5330,884,16
5331,333,15
5332,583,42
5333,915,25
5334,266,2
5335,574,99
5336,741,67
5337,76,63
5338,215,31
5339,346,42
5340,921,56
5341,702,32
5342,202,76
5343,181,89
5344,100,25
5345,223,1
5346,922,70
5347,188,92
5348,56,99
5349,608,63
5350,134,59
5351,302,38
5352,69,96
5353,676,81
5354,612,88
5355,929,4
5356,380,89
5357,573,3
5358,11,19
5359,994,22
5360,365,96
5361,345,60
5362,150,88
5363,367,90
5364,529,31
5365,379,88
5366,621,47
5367,533,73
5368,567,68
5369,867,94
5370,985,50
5371,607,94
5372,687,14
5373,217,63
5374,745,83
5375,806,17
5376,826,60
5377,423,67
5378,993,19
5379,621,30
5380,542,29
5381,865,91
5382,919,86
5383,746,84
5384,684,59
5385,984,94
5386,395,87
5387,394,33
5388,949,31
5389,614,35
5390,303,62
5391,944,30
5392,330,73
5393,233,75
5394,349,92
5395,250,3
5396,179,33
5397,788,71
5398,698,16
5399,915,56
5400,520,69
5401,955,47
5402,343,57
5403,41,97
5404,775,44
5405,298,27
5406,918,19
5407,938,3
5408,313,82
5409,511,46
5410,283,46
5411,185,34
5412,433,28
5413,718,14
5414,858,38
5415,776,35
5416,423,6
5417,868,86
5418,59,64
5419,215,86
5420,786,3
5421,123,7
5422,780,47
5423,938,77
5424,765,11
5425,762,49
5426,506,92
5427,266,56
5428,269,84
5429,449,15
5430,726,2
5431,13,41
5432,127,63
5433,546,74
5434,322,27
5435,292,10
5436,996,8
5437,355,32
5438,217,10
5439,500,24
5440,710,98
5441,803,92
5442,828,37
5443,646,85
5444,559,50
5445,855,30
5446,295,95
5447,743,68
5448,340,81
5449,789,69
5450,815,8
5451,396,81
5452,217,17
5453,166,16
5454,918,16
5455,954,2
5456,281,25
5457,107,62
5458,993,88
5459,849,77
5460,374,78
5461,660,83
5462,891,51
5463,711,41
5464,426,71
5465,35,16
5466,31,18
5467,103,53
5468,370,80
5469,256,44
5470,534,32
5471,770,89
5472,898,87
5473,916,10
5474,7,85
5475,380,29
5476,486,81
5477,449,75
5478,681,2
5479,132,48
5480,171,85
5481,386,3
5482,870,32
5483,376,44
5484,821,24
5485,283,99
5486,359,87
5487,554,1
5488,426,90
5489,274,68
5490,467,77
5491,567,63
5492,768,59
5493,756,63
5494,623,93
5495,609,49
5496,513,50
5497,353,53
5498,127,83
5499,696,94
5500,135,28
5501,877,6
5502,785,46
5503,316,17
5504,850,30
5505,814,64
5506,287,28
5507,680,40
5508,928,35
5509,58,98
5510,764,63
5511,51,36
5512,563,60
5513,676,98
5514,189,5
5515,969,47
5516,792,32
5517,464,80
5518,99,8
5519,957,76
5520,907,99
5521,265,46
5522,412,28
5523,270,43
5524,123,26
5525,829,41
5526,277,69
5527,613,49
5528,504,17
5529,842,24
5530,394,47
5531,965,28
5532,144,78
5533,295,62
5534,142,60
5535,123,37
5536,785,93
5537,210,9
5538,522,61
5539,395,40
5540,470,68
5541,909,19
5542,775,26
5543,286,44
5544,535,48
5545,967,7
5546,490,45
5547,361,9
5548,663,13
5549,732,40
5550,94,6
5551,415,77
5552,28,34
5553,862,42
5554,966,90
5555,827,14
5556,235,96
5557,233,7
5558,365,24
5559,248,72
5560,399,10
5561,740,60
5562,246,18
5563,290,75
5564,366,27
5565,422,74
5566,421,45
5567,807,82
5568,423,29
5569,561,66
5570,636,87
5571,480,15
5572,46,49
5573,34,44
5574,207,67
5575,617,69
5576,326,21
5577,381,70
5578,8,53
5579,264,69
5580,629,74
5581,650,8
5582,765,38
5583,550,14
5584,998,66
5585,555,25
5586,698,8
5587,566,47
5588,853,67
5589,123,24
5590,929,4
5591,768,15
5592,369,65
5593,143,59
5594,455,92
5595,163,47
5596,294,76
5597,785,80
5598,537,2
5599,878,57
5600,317,71
5601,73,76
5602,828,78
5603,725,9
5604,637,12
5605,532,29
5606,571,23
5607,581,64
5608,558,1
5609,509,22
5610,11,67
5611,410,78
5612,105,41
5613,778,64
5614,224,45
5615,597,64
5616,357,30
5617,286,83
5618,336,1
5619,759,90
5620,798,30
5621,396,88
5622,376,68
5623,538,26
5624,360,9
5625,680,8
5626,94,28
5627,178,51
5628,382,73
5629,367,46
5630,540,1
5631,466,72
5632,957,2
5633,68,25
5634,697,36
5635,835,59
5636,544,70
5637,599,41
5638,544,34
5639,983,50
5640,692,48
5641,86,25
5642,669,28
5643,387,24
5644,266,92
5645,973,21
5646,951,59
5647,260,36
5648,160,42
5649,759,85
5650,496,97
5651,445,68
5652,186,24
5653,238,91
5654,537,89
5655,663,92
5656,671,25
5657,833,82
5658,231,76
5659,31,32
5660,228,41
5661,51,95
5662,590,31
5663,544,62
5664,668,69
5665,411,48
5666,436,91
5667,958,60
5668,865,93
5669,608,22
5670,632,7
5671,604,74
5672,478,81
5673,250,43
5674,554,94
5675,345,20
5676,430,73
5677,193,78
5678,434,53
5679,503,80
5680,106,11
5681,325,49
5682,574,51
5683,537,2
5684,103,94
5685,525,19
5686,289,42
5687,227,39
5688,519,90
5689,420,11
5690,14,56
5691,336,51
5692,30,67
5693,760,40
5694,945,35
5695,836,100
5696,576,77
5697,251,31
5698,312,88
5699,207,95
5700,889,68
5701,981,45
5702,1000,11
5703,642,35
5704,75,18
5705,422,69
5706,375,3
5707,458,68
5708,175,46
5709,154,43
5710,669,51
5711,942,44
5712,258,29
5713,615,28
5714,886,63
5715,696,92
5716,687,88
5717,137,46
5718,964,99
5719,419,32
5720,351,64
5721,280,65
5722,885,13
5723,749,4
5724,273,43
5725,670,75
5726,272,2
5727,117,66
5728,513,24
5729,542,30
5730,547,48
5731,522,20
5732,90,31
5733,73,42
5734,434,2
5735,919,41
5736,536,96
5737,902,54
5738,979,86
5739,508,19
5740,643,12
5741,538,83
5742,238,40
5743,653,70
5744,192,90
5745,658,52
5746,551,28
5747,119,56
5748,962,60
5749,658,59
5750,504,72
5751,144,66
5752,298,36
5753,490,45
5754,573,100
5755,498,31
5756,345,75
5757,695,55
5758,361,5
5759,250,29
5760,662,10
5761,487,66
5762,96,64
5763,720,34
5764,47,43
5765,88,41
5766,233,49
5767,434,50
5768,609,83
5769,334,83
5770,180,90
5771,930,99
5772,613,96
5773,464,99
5774,14,32
5775,836,5
5776,357,80
5777,801,99
5778,448,84
5779,996,48
5780,666,64
5781,122,6
5782,906,45
5783,820,74
5784,36,30
5785,616,37
5786,240,28
5787,191,71
5788,314,57
5789,677,60
5790,889,88
5791,81,90
5792,84,88
5793,950,36
5794,238,91
5795,790,97
5796,95,98
5797,179,75
5798,379,65
5799,911,90
5800,721,56
5801,830,20
5802,776,29
5803,687,23
5804,790,84
5805,367,33
5806,923,84
5807,895,47
5808,536,53
5809,370,91
5810,25,36
5811,846,25
5812,970,64
5813,532,87
5814,280,48
5815,239,84
5816,1000,65
5817,653,81
5818,697,13
5819,533,34
5820,165,28
5821,518,58
5822,317,23
5823,929,37
5824,135,33
5825,30,83
5826,190,23
5827,968,83
5828,607,50
5829,708,50
5830,283,36
5831,408,49
5832,292,39
5833,177,17
5834,615,44
5835,564,68
5836,729,50
5837,304,75
5838,547,22
5839,919,22
5840,426,26
5841,929,76
5842,942,35
5843,635,61
5844,264,19
5845,368,75
5846,394,28
5847,583,54
5848,835,68
5849,772,24
5850,771,96
5851,596,38
5852,927,50
5853,51,10
5854,275,22
5855,657,70
5856,897,38
5857,246,4
5858,18,37
5859,899,3
5860,241,75
5861,990,5
5862,365,26
5863,67,19
5864,883,15
5865,139,52
5866,822,79
5867,538,28
5868,96,87
5869,486,3
5870,275,85
5871,69,32
5872,653,33
5873,732,96
5874,992,29
5875,867,50
5876,755,53
5877,349,76
5878,408,44
5879,182,54
5880,951,70
5881,504,72
5882,96,57
5883,629,6
5884,367,47
5885,688,11
5886,777,22
5887,23,45
5888,752,41
5889,744,52
5890,946,79
5891,797,30
5892,198,50
5893,458,59
5894,319,23
5895,285,28
5896,460,18
5897,157,4
5898,402,41
5899,509,58
5900,914,13
5901,934,23
5902,705,16
5903,212,2
5904,58,50
5905,60,73
5906,990,61
5907,302,96
5908,224,58
5909,613,36
5910,887,34
5911,105,94
5912,93,85
5913,665,65
5914,153,11
5915,880,57
5916,727,100
5917,642,43
5918,708,37
5919,3,94
5920,904,76
5921,129,21
5922,809,43
5923,192,90
5924,644,88
5925,419,1
5926,605,44
5927,498,18
5928,87,40
5929,763,63
5930,741,35
5931,961,7
5932,635,63
5933,267,61
5934,36,10
5935,783,36
5936,472,59
5937,255,80
5938,379,18
5939,792,10
5940,524,30
5941,266,88
5942,325,2
5943,194,97
5944,569,78
5945,510,21
5946,551,30
5947,216,3
5948,284,11
5949,937,34
5950,283,74
5951,825,39
5952,41,90
5953,569,58
5954,80,40
5955,949,33
5956,110,10
5957,546,94
5958,214,54
5959,653,79
5960,906,99
5961,850,67
5962,554,60
5963,123,20
5964,344,95
5965,80,49
5966,689,89
5967,917,26
5968,378,75
5969,599,94
5970,403,12
5971,152,64
5972,63,20
5973,481,28
5974,987,35
5975,194,50
5976,268,96
5977,669,67
5978,454,82
5979,233,78
5980,188,56
5981,119,48
5982,699,1
5983,256,88
5984,816,88
5985,374,51
5986,597,37
5987,723,99
5988,460,98
5989,451,43
5990,260,31
5991,859,1
5992,840,75
5993,851,8
5994,987,51
5995,869,45
5996,214,20
5997,231,100
5998,917,34
5999,287,92
6000,145,42
6001,531,33
6002,665,42
6003,495,28
6004,231,26
6005,13,76
6006,19,77
6007,949,16
6008,101,35
6009,998,74
6010,596,98
6011,95,41
6012,87,33
6013,818,8
6014,79,9
6015,974,49
6016,197,39
6017,426,65
6018,240,81
6019,893,83
6020,92,7
6021,309,95
6022,345,43
6023,408,95
6024,197,73
6025,464,31
6026,674,20
6027,872,86
6028,516,61
6029,752,59
6030,680,29
6031,43,27
6032,939,97
6033,451,1
6034,852,95
6035,688,23
6036,946,90
6037,916,78
6038,556,59
6039,689,15
6040,803,47
6041,650,51
6042,471,30
6043,7,97
6044,940,44
6045,275,61
6046,103,42
6047,883,39
6048,136,96
6049,392,42
6050,466,7
6051,16,71
6052,250,41
6053,706,84
6054,694,37
6055,821,51
6056,512,92
6057,612,85
6058,873,1
6059,164,98
6060,334,36
6061,405,38
6062,764,79
6063,627,46
6064,97,59
6065,626,73
6066,368,58
6067,349,60
6068,595,99
6069,101,14
6070,351,99
6071,118,61
6072,241,91
6073,269,97
6074,708,26
6075,5,8
6076,220,96
6077,711,87
6078,798,79
6079,168,60
6080,576,42
6081,96,69
6082,277,57
6083,666,46
6084,208,73
6085,170,5
6086,947,34
6087,968,2
6088,326,52
6089,577,48
6090,402,8
6091,789,62
6092,569,62
6093,573,86
6094,143,26
6095,258,86
6096,734,36
6097,649,55
6098,248,79
6099,209,35
6100,561,17
6101,713,14
6102,878,58
6103,73,91
6104,94,37
